ruta,vattendist,namn,strandtyp,kusttyp,urvalsklass,provyta,pyid,exponering,transektlen,transektriktning,easting,northing,longitud,latitud
6502,SE4,Erskärområdet sek namn,klippa/häll,öar,08_havsklippa,14,20256502014,,6.8,56,608451.638,6429272.915,16.8344865763013,57.9918291560948
6503,SE4,Lindödjupet,block/grus,fastland,02_block/grus,13,20256503013,,2.8,183,601298.2194,6430480.9828,16.7140672703038,58.0043619484918
6503,SE4,Lindödjupet,block/grus,fastland,14_strandäng,19,20256503019,,37.9,172,601786.0295,6430565.9391,16.7223538814885,58.0050132682219
6503,SE4,Lindödjupet,klippa/häll,fastland,01_klippstränder,23,20256503023,,2.7,175,602000.7214,6430613.7138,16.7260055130401,58.0053929810459
6505,SE4,Kvädöfjärden,klippa/häll,skär,09_skär,24,20256505024,,27.4,30,609008.0067,6430362.1499,16.8443949561109,58.0014716557414
6505,SE4,Kvädöfjärden,klippa/häll,öar,01_klippstränder,45,20256505045,,22.9,338,608882.8232,6430815.9058,16.8424874599214,58.005575878942
6505,SE4,Kvädöfjärden,block/grus,öar,02_block/grus,49,20256505049,,19.1,300,608918.4711,6430938.0845,16.8431467191681,58.0066639932004
6509,SE4,Kvädöfjärden,block/grus,öar,02_block/grus,12,20256509012,,11,11,605559.0912,6433424.8143,16.7874438966552,58.0297994185216
6509,SE4,Kvädöfjärden,klippa/häll,öar,01_klippstränder,33,20256509033,,9.9,276,605623.4666,6433624.8847,16.7886230611171,58.0315802723754
6509,SE4,Kvädöfjärden,klippa/häll,öar,01_klippstränder,41,20256509041,,18.6,105,605546.4396,6433709.8099,16.7873574673456,58.0323610127827
6510,SE4,Kvädöfjärden,klippa/häll,skär,09_skär,9,20256510009,,30.5,342,611552.8341,6434953.8164,16.889599260526,58.0420605260154
6515,SE3,Stockholms skärgårds s kustvatten,sand,öar,06_dyner,3,20256515003,,20.7,222,683061.1832,6532942.6554,18.177601901513,58.8971028054699
6520,SE3,Mysingen,klippa/häll,öar,01_klippstränder,2,20256520002,,4.5,300,672869.7707,6537094.6226,18.0042211204542,58.9385629873099
6520,SE3,Mysingen,strandäng/våtmark,öar,10_vasstrand,9,20256520009,,6.3,88,672216.0021,6537768.4412,17.9934012734259,58.9448692037612
6520,SE3,Mysingen,block/grus,öar,02_block/grus,13,20256520013,,3.3,305,672140.4488,6537969.6859,17.9922464953822,58.9467044091323
6521,SE3,Mysingen,block/grus,öar,02_block/grus,1,20256521001,,5.5,325,674157.0112,6537051.3581,18.0265215193697,58.9376540565493
6521,SE3,Mysingen,klippa/häll,öar,01_klippstränder,7,20256521007,,8.9,280,674371.4647,6537569.3494,18.0306498955359,58.9422123289573
6521,SE3,Mysingen,sand,öar,06_dyner,11,20256521011,,11.6,328,674425.6755,6537707.7646,18.0316995499881,58.9434316038482
6521,SE3,Mysingen,klippa/häll,grund,07_landhöjningsskog,14,20256521014,,4.8,347,674241.0947,6537858.1804,18.028614832694,58.9448556240197
6521,SE3,Mysingen,strandäng/våtmark,öar,04_strandäng/våtmark,19,20256521019,,3.7,131,674395.3456,6537961.3055,18.0313728357263,58.9457177369948
6524,SE3,Mysingen,strandäng/våtmark,öar,14_strandäng,2,20256524002,,16,89,682965.3634,6538266.5748,18.1803315929564,58.9448828878684
6525,SE3,Mysingen,sand,öar,06_dyner,4,20256525004,,7.8,187,685689.7097,6538331.5536,18.2276548431859,58.9442940663759
6525,SE3,Mysingen,klippa/häll,öar,01_klippstränder,5,20256525005,,3,105,685470.1204,6538357.2082,18.2238664123638,58.9446191618263
6527,SE3,Horsfjärden,klippa/häll,öar,01_klippstränder,8,20256527008,,1.9,131,674805.8423,6540198.1602,18.0402630004145,58.9656107937273
6527,SE3,Horsfjärden,strandäng/våtmark,öar,14_strandäng,10,20256527010,,99.4,320,674552.8609,6540255.4252,18.03591542435,58.9662275270901
6527,SE3,Horsfjärden,block/grus,öar,02_block/grus,23,20256527023,,2.9,295,674663.8623,6540916.1474,18.038364707888,58.9721076702946
6528,SE3,Mysingen,konstruerad,öar,05_konstruerad,2,20256528002,,1.3,295,676265.1214,6540112.6678,18.0655331702533,58.9642460513507
6528,SE3,Mysingen,block/grus,skär,02_block/grus,4,20256528004,,5.4,81,676848.2974,6540236.5626,18.0757577115655,58.9651167260226
6528,SE3,Mysingen,sand,öar,06_dyner,14,20256528014,,8.8,341,676825.8526,6540622.2885,18.0756763592694,58.9685850864771
6528,SE3,Mysingen,klippa/häll,öar,01_klippstränder,18,20256528018,,2.2,277,677113.7115,6540938.1446,18.080927929774,58.9712986373684
6529,SE3,Mysingen,sand,öar,06_dyner,1,20256529001,,16,100,687285.0236,6540075.2471,18.2568078455021,58.9592343873603
6530,SE3,Horsfjärden,strandäng/våtmark,fastland,15_strandängsbete,2,20256530002,,78.4,278,671256.9554,6541171.1297,17.9793909469121,58.9757706824968
6530,SE3,Horsfjärden,strandäng/våtmark,fastland,15_strandängsbete,4,20256530004,,83.4,242,671311.3821,6541420.6172,17.9805297001712,58.9779864424296
6530,SE3,Horsfjärden,strandäng/våtmark,fastland,15_strandängsbete,5,20256530005,,54.3,238,671289.2529,6541447.3475,17.9801660076379,58.9782350287679
6532,SE3,Mysingen,block/grus,fastland,02_block/grus,1,20256532001,,3.1,315,678145.0947,6541981.1476,18.099679313426,58.9802239752088
6532,SE3,Mysingen,klippa/häll,fastland,01_klippstränder,6,20256532006,,7.2,324,678264.7472,6542060.3848,18.1018216294069,58.9808847235637
6538,SE3,Horsfjärden,strandäng/våtmark,fastland,15_strandängsbete,2,20256538002,,9.1,325,672243.6377,6545201.1077,17.9996733266413,59.0115171446454
6539,SE3,Horsfjärden,strandäng/våtmark,öar,14_strandäng,1,20256539001,,13.8,70,680047.059,6546244.5213,18.1361939541607,59.0176587812092
6569,SE5,M n Bohusläns skärgårds kustvatten,klippa/häll,skär,08_havsklippa,2,20256569002,,31.6,208,277062.7324,6507990.9193,11.1566868205657,58.6546791649736
6569,SE5,M n Bohusläns skärgårds kustvatten,klippa/häll,öar,01_klippstränder,14,20256569014,,53,319,276627.0251,6508796.0612,11.1483989719642,58.6616696809389
6570,SE5,Grebbestad inre skärgård,konstruerad,öar,05_konstruerad,11,20256570011,,4.3,94,281748.0617,6509276.3176,11.236014176505,58.6685822484399
6570,SE5,Grebbestad inre skärgård,block/grus,öar,02_block/grus,14,20256570014,,10.3,182,281953.5073,6509486.6102,11.2393453815602,58.67057025543
6570,SE5,Grebbestad inre skärgård,klippa/häll,öar,08_havsklippa,16,20256570016,,17,95,281771.0242,6509529.3474,11.2361645988413,58.6708613962772
6570,SE5,Grebbestad inre skärgård,klippa/häll,skär,09_skär,23,20256570023,,10.7,186,281200.1754,6509653.3022,11.2262234999621,58.671684381012
6570,SE5,Grebbestad inre skärgård,klippa/häll,öar,01_klippstränder,29,20256570029,,11.2,323,281758.9298,6509956.6867,11.235543304078,58.6746850001012
6571,SE5,Grebbestad inre skärgård,strandäng/våtmark,fastland,14_strandäng,1,20256571001,,23.2,345,283390.0822,6509800.9448,11.2637594299736,58.6741077967384
6577,SE5,Sannäsfjorden sek namn,block/grus,öar,15_strandängsbete,4,20256577004,,13.1,130,281311.3889,6517110.7443,11.2208951467369,58.7385708198288
6577,SE5,Sannäsfjorden sek namn,block/grus,öar,02_block/grus,5,20256577005,,2.7,114,281931.4649,6517159.1052,11.2315368176787,58.7393175225838
6577,SE5,Sannäsfjorden sek namn,klippa/häll,öar,08_havsklippa,16,20256577016,,2.3,336,281413.7786,6517385.618,11.2223926540157,58.7410858939277
6577,SE5,Sannäsfjorden sek namn,klippa/häll,öar,01_klippstränder,23,20256577023,,3.3,263,281808.5507,6517603.8152,11.2289861073438,58.7432407790536
6578,SE5,n Långebyområdet,konstruerad,fastland,15_strandängsbete,3,20256578003,,22.2,134,278070.9842,6519041.9507,11.1631338011554,58.7542244017912
6578,SE5,n Långebyområdet,klippa/häll,fastland,01_klippstränder,16,20256578016,,12.3,216,277847.0044,6519747.9998,11.1585725626544,58.7604360288987
6578,SE5,n Långebyområdet,block/grus,fastland,02_block/grus,18,20256578018,,18.8,42,277804.787,6519855.5353,11.1577379403857,58.7613779108094
6578,SE5,n Långebyområdet,klippa/häll,skär,08_havsklippa,24,20256578024,,17.6,233,277190.2791,6519918.7222,11.1470766266048,58.7616274712935
6578,SE5,Lindöfjorden sek namn,strandäng/våtmark,fastland,04_strandäng/våtmark,25,20256578025,,6,137,278125.0838,6519932.6894,11.1631859571844,58.7622339703745
6580,SE5,Tanumskilen,strandäng/våtmark,fastland,15_strandängsbete,1,20256580001,,175.6,17,282904.1015,6519903.4038,11.2456494053674,58.7644008471036
6581,SE5,M n Bohusläns skärgårds kustvatten,sand,fastland,06_dyner,1,20256581001,,12.7,15,276981.7926,6520759.399,11.1426448874453,58.7690528329775
6582,SE5,Tanumskilen,strandäng/våtmark,fastland,14_strandäng,1,20256582001,,21.4,212,281095.4091,6520603.4386,11.2137659069369,58.7697608971904
6583,SE5,Lindöfjorden sek namn,strandäng/våtmark,öar,15_strandängsbete,2,20256583002,,44.1,211,277222.652,6521608.8303,11.1459557965706,58.776788653552
6583,SE5,Lindöfjorden sek namn,sand,öar,15_strandängsbete,4,20256583004,,7,7,277292.9397,6521661.9424,11.147115819367,58.777300850655
6583,SE5,Lindöfjorden sek namn,sand,öar,06_dyner,7,20256583007,,28.6,165,277839.5752,6521879.0083,11.1563329552168,58.7795276790552
6584,SE5,Tanumskilen,strandäng/våtmark,fastland,14_strandäng,1,20256584001,,30,133,281654.2986,6521100.4864,11.2229242334226,58.7744982261658
6587,SE5,Lindöfjorden sek namn,strandäng/våtmark,öar,15_strandängsbete,3,20256587003,,54.5,329,277979.7767,6523051.5201,11.157590124202,58.7901064297068
6587,SE5,M n Bohusläns skärgårds kustvatten,block/grus,öar,02_block/grus,30,20256587030,,9.1,81,277586.0392,6523620.0711,11.1502287626653,58.794998175061
6587,SE5,M n Bohusläns skärgårds kustvatten,klippa/häll,öar,01_klippstränder,33,20256587033,,5.6,108,277581.4941,6523639.5213,11.1501309690481,58.7951701174803
6587,SE5,M n Bohusläns skärgårds kustvatten,sand,öar,03_sand,34,20256587034,,9,190,277374.5704,6523643.0114,11.1465551752322,58.7950946186749
6587,SE5,M n Bohusläns skärgårds kustvatten,klippa/häll,öar,08_havsklippa,45,20256587045,,4.1,71,277447.5782,6523933.4966,11.1475267273569,58.7977352318412
6606,SE5,Skälderviken,strandäng/våtmark,fastland,15_strandängsbete,2,20256606002,,208,190,357151.3291,6233023.2477,12.6961998492105,56.2206309080593
6606,SE5,Skälderviken,sand,fastland,06_dyner,6,20256606006,,7.6,169,357769.302,6233256.3828,12.7060321379406,56.2229089702363
6607,SE5,Skälderviken,strandäng/våtmark,fastland,15_strandängsbete,3,20256607003,,25.7,320,360263.7022,6233475.5619,12.7461121141188,56.225615790532
6607,SE5,Skälderviken,block/grus,fastland,15_strandängsbete,11,20256607011,,39.3,223,360729.4064,6233612.0863,12.7535454633132,56.2269780210838
6607,SE5,Skälderviken,sand,fastland,14_strandäng,12,20256607012,,44.3,343,360384.4487,6233640.1545,12.7479712999132,56.2271288977832
6607,SE5,Skälderviken,sand,fastland,06_dyner,13,20256607013,,16.6,139,360231.0458,6233640.494,12.7454988580785,56.2270869012608
6607,SE5,Skälderviken,sand,fastland,06_dyner,16,20256607016,,19.4,124,360311.9989,6233725.692,12.7467585999858,56.227875556773
6607,SE5,Skälderviken,sand,fastland,06_dyner,18,20256607018,,27.4,116,360376.7286,6233835.2244,12.7477441021215,56.2288779044547
6608,SE5,Skälderviken,block/grus,fastland,15_strandängsbete,2,20256608002,,18,207,359298.3361,6234160.889,12.7301910034214,56.2314838377522
6609,SE5,Skälderviken,block/grus,fastland,14_strandäng,7,20256609007,,55.6,105,360293.3219,6234140.5584,12.7462388512948,56.2315945993623
6609,SE5,Skälderviken,strandäng/våtmark,fastland,15_strandängsbete,8,20256609008,,26.5,219,360374.7662,6234159.0278,12.7475418394458,56.2317843257606
6609,SE5,Skälderviken,block/grus,fastland,02_block/grus,13,20256609013,,9.1,79,360269.7866,6234233.2912,12.7458105995401,56.2324202085481
6612,SE5,Skälderviken,sand,fastland,06_dyner,1,20256612001,,37.4,101,365768.209,6237076.8683,12.8329985379117,56.2595338586363
6612,SE5,Skälderviken,sand,fastland,06_dyner,8,20256612008,,35,96,366034.0465,6237927.2973,12.8368557932984,56.2672441669165
6616,SE5,Skälderviken,sand,fastland,06_dyner,1,20256616001,,16.9,85,365517.1145,6239613.7588,12.8276572378164,56.2822392905866
6618,SE5,Skälderviken,block/grus,fastland,06_dyner,3,20256618003,,42.1,89,360551.668,6246191.0058,12.7440382110498,56.3398542411599
6618,SE5,Skälderviken,block/grus,fastland,15_strandängsbete,10,20256618010,,24,78,360668.8725,6246870.7467,12.7455726318406,56.3459910919323
6619,SE5,Skälderviken,block/grus,fastland,02_block/grus,6,20256619006,,34,28,355708.9758,6251317.8809,12.6629510146292,56.3844276945116
6619,SE5,Skälderviken,block/grus,fastland,14_strandäng,14,20256619014,,42,49,355438.7106,6251520.3645,12.6584661416097,56.3861628301837
6619,SE5,Skälderviken,block/grus,fastland,15_strandängsbete,18,20256619018,,72.2,35,355138.6565,6251708.9636,12.6535064592268,56.3877640361161
6620,SE5,Skäldervikens kustvatten,block/grus,fastland,15_strandängsbete,1,20256620001,,54.3,97,353206.2957,6254055.2265,12.6209220803942,56.4082296400877
6620,SE5,Skäldervikens kustvatten,block/grus,fastland,15_strandängsbete,4,20256620004,,22,110,353276.4421,6254408.9907,12.6218596755988,56.4114270277805
6620,SE5,Skäldervikens kustvatten,block/grus,fastland,15_strandängsbete,5,20256620005,,54.9,103,353247.1166,6254428.5612,12.6213738559411,56.4115935961883
6620,SE5,Skäldervikens kustvatten,block/grus,fastland,06_dyner,12,20256620012,,45.1,82,353377.5567,6254803.3532,12.6232761848579,56.4149984559484
6620,SE5,Skäldervikens kustvatten,block/grus,fastland,06_dyner,13,20256620013,,24,70,353379.872,6254856.7893,12.623283758009,56.4154788492767
6622,SE5,Laholmsbuktens kustvatten,block/grus,fastland,15_strandängsbete,6,20256622006,,16.4,106,354513.3175,6257646.5195,12.6400879794514,56.4408718622412
6624,SE5,Laholmsbukten,sand,fastland,06_dyner,2,20256624002,,56.4,112,372162.1772,6260973.1619,12.924511364941,56.4758510784239
6625,SE5,Laholmsbukten,sand,fastland,06_dyner,8,20256625008,,41.9,106,373089.3507,6263735.6406,12.9382080355516,56.5009043424378
6672,SE1,Davids stenar,sand,öar,06_dyner,1,20256672001,,8.1,136,805694.7194,7264046.6952,21.5794107323517,65.3554519767143
6674,SE1,Bärtnäsfjärden,strandäng/våtmark,fastland,14_strandäng,1,20256674001,,21.7,341,802148.2066,7265273.2025,21.5063963856886,65.3696807344329
6674,SE1,Bärtnäsfjärden,konstruerad,fastland,05_konstruerad,2,20256674002,,9.6,334,802183.9999,7265293.2141,21.5072054394334,65.3698260466998
6674,SE1,Bärtnäsfjärden,strandäng/våtmark,fastland,10_vasstrand,4,20256674004,,11.6,330,802464.6521,7265401.4064,21.5134414361342,65.3705309910996
6674,SE1,Bärtnäsfjärden,strandäng/våtmark,fastland,07_landhöjningsskog,6,20256674006,,20.4,346,802584.8578,7265449.0075,21.5161152630384,65.3708440897043
6674,SE1,Bärtnäsfjärden,strandäng/våtmark,fastland,04_strandäng/våtmark,8,20256674008,,18.6,291,802874.8515,7265574.1129,21.5225888703063,65.3716907741487
6678,SE1,Håkansöfjärden,block/grus,fastland,07_landhöjningsskog,2,20256678002,,11.8,307,803471.2989,7267952.4425,21.5406285527123,65.3923379927496
6703,SE3,Söderarms skärgård,block/grus,öar,02_block/grus,4,20256703004,,12.7,298,741152.5487,6625595.6726,19.2864611009733,59.6982066241957
6703,SE3,Söderarms skärgård,klippa/häll,öar,01_klippstränder,8,20256703008,,7.2,228,741133.7881,6625849.0738,19.2864192487733,59.7004865885055
6706,SE3,Söderarms skärgård,block/grus,öar,02_block/grus,9,20256706009,,3.9,8,747940.3642,6627066.8142,19.4084388196774,59.7073895594603
6706,SE3,Söderarms skärgård,klippa/häll,öar,01_klippstränder,50,20256706050,,4.7,259,747540.9071,6627748.6388,19.4021638870416,59.7137319262177
6707,SE3,Söderarms skärgård,klippa/häll,skär,09_skär,13,20256707013,,23.3,87,749028.7255,6627404.506,19.4281231566127,59.7097628002932
6707,SE3,Söderarms skärgård,klippa/häll,öar,01_klippstränder,28,20256707028,,24.3,300,748144.2736,6627899.4477,19.4130350367634,59.7147225764228
6708,SE3,Söderarms skärgård,klippa/häll,skär,09_skär,22,20256708022,,10.3,163,746030.4102,6628906.2684,19.3767493500734,59.7249930044441
6713,SE3,Söderarms skärgård,block/grus,öar,02_block/grus,17,20256713017,,3.1,254,740078.9394,6629444.9913,19.271838691397,59.7332969506285
6713,SE3,Söderarms skärgård,klippa/häll,skär,09_skär,29,20256713029,,8.1,287,739396.0427,6629656.1857,19.2599677055655,59.7355821113292
6713,SE3,Söderarms skärgård,klippa/häll,öar,01_klippstränder,37,20256713037,,9.4,85,739261.6244,6629852.8211,19.2578077461131,59.7374203670963
6715,SE3,Stockholms skärgårds s n,klippa/häll,skär,09_skär,6,20256715006,,15.9,138,750469.7654,6630355.097,19.4571766767882,59.73531278861
6722,SE3,Havssvalget,block/grus,öar,02_block/grus,6,20256722006,,5.1,167,734711.1411,6634896.173,19.1827353149433,59.7851826438991
6722,SE3,Havssvalget,klippa/häll,skär,09_skär,7,20256722007,,12.7,279,734170.222,6634913.2482,19.1731446419767,59.7856413586139
6722,SE3,Havssvalget,klippa/häll,öar,01_klippstränder,9,20256722009,,23.8,248,734541.2245,6634916.1254,19.1797390369748,59.7854574640839
6723,SE3,Söderarms skärgård,block/grus,öar,02_block/grus,2,20256723002,,3.8,290,738016.6794,6633998.2675,19.2404341194214,59.7752580008433
6723,SE3,Söderarms skärgård,klippa/häll,skär,01_klippstränder,29,20256723029,,17.4,208,737589.3371,6634880.5307,19.2338471985169,59.7834036671684
6726,SE3,Söderarms skärgård,klippa/häll,skär,09_skär,8,20256726008,,4.6,282,738278.7363,6635552.6406,19.2468591948638,59.7890268390657
6726,SE3,Söderarms skärgård,klippa/häll,öar,01_klippstränder,28,20256726028,,9.5,22,738999.9136,6635900.9795,19.260069868374,59.7917310706087
6726,SE3,Söderarms skärgård,block/grus,öar,02_block/grus,32,20256726032,,6.9,36,738767.8783,6635964.7736,19.2560201253345,59.7924360254791
6728,SE3,N Lidöfjärden sek namn,strandäng/våtmark,öar,15_strandängsbete,1,20256728001,,18.4,182,731461.2687,6637124.0492,19.1274647510414,59.8069627484084
6813,SE3,Ormskärsfjärden sek namn,klippa/häll,skär,09_skär,1,20256813001,,14.8,37,737609.4672,6601213.6019,19.1963441629229,59.4818890842255
6815,SE3,Ormskärsfjärden sek namn,klippa/häll,skär,09_skär,2,20256815002,,21.3,280,737197.4065,6602783.8309,19.1908347070302,59.4961850401082
6822,SE3,Ormskärsfjärden sek namn,block/grus,öar,02_block/grus,14,20256822014,,11.5,312,741698.4191,6606434.0141,19.2742449548622,59.5263033965926
6822,SE3,Nö Kobbfjärden sek namn,klippa/häll,öar,14_strandäng,26,20256822026,,31,120,741509.1857,6606605.017,19.2711033374279,59.5279438336374
6822,SE3,Nö Kobbfjärden sek namn,klippa/häll,öar,01_klippstränder,54,20256822054,,6.9,172,741306.6543,6606891.9417,19.2678584284311,59.5306299371666
6829,SE3,Svartlögafjärden,klippa/häll,öar,01_klippstränder,3,20256829003,,23.2,123,733844.309,6613076.7771,19.1430935047535,59.5902561494001
6829,SE3,Svartlögafjärden,block/grus,öar,02_block/grus,4,20256829004,,18.7,123,733906.0792,6613191.4949,19.1443112054699,59.5912490343349
7119,SE4,N Ölands kustvatten,block/grus,fastland,15_strandängsbete,3,20257119003,,6.9,96,615544.3821,6313102.365,16.8994780245749,56.9470950302644
7119,SE4,N Ölands kustvatten,block/grus,fastland,15_strandängsbete,5,20257119005,,8.1,204,615162.0799,6313153.0348,16.8932201789811,56.9476452348123
7119,SE4,N Ölands kustvatten,block/grus,fastland,15_strandängsbete,6,20257119006,,21.9,228,615165.8055,6313191.0612,16.8932986984325,56.9479857340104
7122,SE4,Lövöområdet sek namn,strandäng/våtmark,öar,15_strandängsbete,14,20257122014,,7.4,82,589394.278,6318112.4129,16.4715441042961,56.9978768658465
7122,SE4,Lövöområdet sek namn,strandäng/våtmark,öar,15_strandängsbete,15,20257122015,,31.1,67,589238.7068,6318132.6922,16.4689913370991,56.9980890581167
7122,SE4,Lövöområdet sek namn,strandäng/våtmark,skär,14_strandäng,21,20257122021,,8.5,257,590045.3588,6318171.4599,16.4822787529011,56.9982807089981
7122,SE4,Lövöområdet sek namn,block/grus,öar,02_block/grus,23,20257122023,,2.9,299,589498.1802,6318283.9492,16.4733147103897,56.9993972364966
7122,SE4,Lövöområdet sek namn,strandäng/våtmark,öar,15_strandängsbete,25,20257122025,,50.4,273,589366.259,6318435.0312,16.4711973947175,57.0007795682538
7122,SE4,Lövöområdet sek namn,strandäng/våtmark,skär,09_skär,27,20257122027,,15,282,589738.8876,6318478.4824,16.4773449701517,57.0010975511898
7122,SE4,Lövöområdet sek namn,strandäng/våtmark,fastland,10_vasstrand,45,20257122045,,14.6,266,589498.6421,6318738.7918,16.4734837830175,57.0034818675577
7122,SE4,Lövöområdet sek namn,konstruerad,öar,05_konstruerad,46,20257122046,,2.8,358,589236.4711,6318787.1061,16.4691861821593,57.0039664752073
7122,SE4,Lövöområdet sek namn,strandäng/våtmark,öar,15_strandängsbete,49,20257122049,,5.6,310,589532.0978,6318865.5604,16.4740794104857,57.0046138309376
7124,SE4,Lövöområdet sek namn,strandäng/våtmark,öar,15_strandängsbete,14,20257124014,,75.8,182,588788.1834,6319832.8355,16.462176792777,57.0134440829981
7124,SE4,Lövöområdet sek namn,strandäng/våtmark,öar,14_strandäng,26,20257124026,,45.9,170,588959.4921,6319942.0507,16.4650354525655,57.0143919225817
7125,SE4,Lövöområdet sek namn,strandäng/våtmark,öar,15_strandängsbete,1,20257125001,,16.2,242,589403.1723,6318985.4194,16.4720000598575,57.005715197434
7125,SE4,Lövöområdet sek namn,strandäng/våtmark,skär,10_vasstrand,4,20257125004,,8.6,199,589486.2105,6319037.3493,16.4733851872631,57.006165474504
7125,SE4,Lövöområdet sek namn,strandäng/våtmark,öar,15_strandängsbete,11,20257125011,,11.4,5,589348.6072,6319059.5415,16.4711282736698,57.0063914102733
7125,SE4,Lövöområdet sek namn,block/grus,öar,02_block/grus,13,20257125013,,4.1,268,589974.1415,6319141.6037,16.4814531201136,57.0070069407698
7125,SE4,Lövöområdet sek namn,strandäng/våtmark,skär,09_skär,24,20257125024,,13.2,85,589598.8076,6319553.0162,16.475421747406,57.0107745913867
7125,SE4,Lövöområdet sek namn,strandäng/våtmark,öar,15_strandängsbete,30,20257125030,,42,31,589408.8748,6319611.2127,16.4723159544245,57.0113340360456
7125,SE4,Lövöområdet sek namn,konstruerad,öar,05_konstruerad,43,20257125043,,4.2,189,589952.9627,6319823.614,16.4813480197534,57.0131358391626
7125,SE4,Lövöområdet sek namn,konstruerad,öar,14_strandäng,50,20257125050,,22.7,51,589556.8276,6319930.468,16.4748649046494,57.0141724374097
7127,SE4,N Ölands kustvatten,strandäng/våtmark,fastland,15_strandängsbete,3,20257127003,,69.4,292,616805.9322,6319000.5723,16.9229316278754,56.9997353461254
7127,SE4,N Ölands kustvatten,strandäng/våtmark,fastland,15_strandängsbete,5,20257127005,,80.7,287,616819.2535,6319009.4693,16.9231549130757,56.9998118592243
7127,SE4,N Ölands kustvatten,strandäng/våtmark,fastland,15_strandängsbete,6,20257127006,,28.1,31,616602.7124,6319069.5609,16.9196201363164,57.0004060878536
7127,SE4,N Ölands kustvatten,strandäng/våtmark,fastland,15_strandängsbete,9,20257127009,,80.4,314,616269.0863,6319100.2461,16.9141453162305,57.0007656733506
7127,SE4,N Ölands kustvatten,strandäng/våtmark,fastland,15_strandängsbete,12,20257127012,,35.3,32,616556.9267,6319114.7742,16.9188877522704,57.0008235860689
7127,SE4,N Ölands kustvatten,strandäng/våtmark,fastland,15_strandängsbete,14,20257127014,,41.6,254,616770.0542,6319129.3512,16.9224010004944,57.0009006472871
7127,SE4,N Ölands kustvatten,strandäng/våtmark,fastland,15_strandängsbete,17,20257127017,,57.5,255,616771.387,6319221.4141,16.9224655684612,57.0017268904796
7127,SE4,N Ölands kustvatten,strandäng/våtmark,fastland,15_strandängsbete,18,20257127018,,37.5,51,616471.125,6319227.927,16.9175283629207,57.0018611614565
7130,SE4,Mönsteråsområdet sek namn,strandäng/våtmark,öar,10_vasstrand,8,20257130008,,1.4,77,592225.5649,6322021.2836,16.5195636038512,57.0324232758599
7130,SE4,Mönsteråsområdet sek namn,strandäng/våtmark,öar,15_strandängsbete,21,20257130021,,52.5,172,592538.3705,6322239.4889,16.5247957670957,57.0343201905034
7130,SE4,Mönsteråsområdet sek namn,strandäng/våtmark,öar,04_strandäng/våtmark,22,20257130022,,2.4,225,592463.2202,6322278.1195,16.5235721787015,57.0346821692743
7130,SE4,Mönsteråsområdet sek namn,block/grus,öar,02_block/grus,23,20257130023,,2.3,352,593082.6243,6322288.3989,16.5337781353159,57.0346499376259
7130,SE4,Mönsteråsområdet sek namn,strandäng/våtmark,öar,15_strandängsbete,24,20257130024,,17.9,87,592847.0589,6322291.8842,16.5298994438311,57.034728699379
7130,SE4,Mönsteråsområdet sek namn,strandäng/våtmark,öar,15_strandängsbete,28,20257130028,,16.8,44,592830.8942,6322329.7768,16.5296471790156,57.0350722363752
7130,SE4,Mönsteråsområdet sek namn,strandäng/våtmark,öar,15_strandängsbete,48,20257130048,,20,304,593017.9881,6322569.2848,16.5328173883738,57.0371853901036
7130,SE4,Mönsteråsområdet sek namn,konstruerad,öar,05_konstruerad,55,20257130055,,2.9,239,593000.3411,6322689.6301,16.5325712060866,57.0382696748566
7130,SE4,Mönsteråsområdet sek namn,strandäng/våtmark,skär,09_skär,57,20257130057,,6.4,337,592735.877,6322720.9935,16.5282263780429,57.0386045630798
7130,SE4,Mönsteråsområdet sek namn,strandäng/våtmark,öar,15_strandängsbete,67,20257130067,,13,1,593033.8213,6322821.2291,16.5331713903671,57.0394447116311
7130,SE4,Mönsteråsområdet sek namn,strandäng/våtmark,öar,15_strandängsbete,68,20257130068,,16.9,8,593011.9501,6322824.5803,16.5328123451307,57.0394792164023
7134,SE4,Mönsteråsområdet sek namn,strandäng/våtmark,fastland,15_strandängsbete,8,20257134008,,16.3,307,593285.4153,6325313.0662,16.5382408867265,57.0617710448303
7134,SE4,Ödänglaområdet sek namn,strandäng/våtmark,fastland,14_strandäng,15,20257134015,,17.6,211,593456.1821,6325825.9426,16.5412465091225,57.0663421561977
7136,SE4,N n Kalmarsunds utsjövatten,block/grus,fastland,02_block/grus,2,20257136002,,14.6,114,612878.6955,6328100.3388,16.862403188699,57.0824155117947
7137,SE4,Emområdet sek namn,strandäng/våtmark,öar,14_strandäng,16,20257137016,,30.8,153,594879.7995,6330771.8281,16.566586345773,57.1104653364804
7138,SE4,Emområdet sek namn,strandäng/våtmark,öar,15_strandängsbete,7,20257138007,,13.8,12,596042.9048,6330075.0049,16.5855150894789,57.1039666049146
7138,SE4,Emområdet sek namn,strandäng/våtmark,öar,04_strandäng/våtmark,8,20257138008,,9.9,113,595711.7463,6330088.2451,16.5800556190517,57.1041544961636
7138,SE4,Emområdet sek namn,block/grus,öar,14_strandäng,23,20257138023,,28.5,138,595939.5399,6330441.9153,16.5839500193468,57.1072829853901
7138,SE4,Emområdet sek namn,block/grus,öar,02_block/grus,30,20257138030,,2.1,317,595497.8067,6330581.2416,16.5767133491583,57.1086260181206
